logger,date,temp,Temp.Out,Out.Hum,Wind.Speed,Heat.Index,Rain,Solar.Rad.,Area,Humidity.sensor,Floor,Floor.on.top,Roof.structure,Wall.material,Fan,Evaporative.cooler,Flowing.ventilation,LCZ
X10706810,04/07/16,31.5,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,04/07/16,33.5,33,97,0.4,42.9,0.76,584,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,04/07/16,30.8,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,04/07/16,32.1,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,04/07/16,35,33,97,0.4,42.9,0.76,584,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,04/07/16,31.1,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,04/07/16,,33,97,0.4,42.9,0.76,584,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,04/07/16,31.6,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,04/07/16,30.6,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,04/07/16,30.9,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,04/07/16,33,33,97,0.4,42.9,0.76,584,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,04/07/16,31,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,04/07/16,32.6,33,97,0.4,42.9,0.76,584,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,04/07/16,30.1,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,04/07/16,34.5,33,97,0.4,42.9,0.76,584,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,04/07/16,30.9,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,04/07/16,31.8,33,97,0.4,42.9,0.76,584,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,04/07/16,30.3,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,04/07/16,,33,97,0.4,42.9,0.76,584,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,04/07/16,30.9,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,04/07/16,32.4,33,97,0.4,42.9,0.76,584,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,04/07/16,30.9,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,04/07/16,35.5,33,97,0.4,42.9,0.76,584,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,04/07/16,34.8,33,97,0.4,42.9,0.76,584,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,04/07/16,31.6,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,04/07/16,32.1,33,97,0.4,42.9,0.76,584,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,04/07/16,38.5,33,97,0.4,42.9,0.76,584,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,04/07/16,32.1,33,97,0.4,42.9,0.76,584,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,04/07/16,32.1,33,97,0.4,42.9,0.76,584,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,04/07/16,32.3,33,97,0.4,42.9,0.76,584,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,04/07/16,32.4,33,97,0.4,42.9,0.76,584,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,04/07/16,,33,97,0.4,42.9,0.76,584,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,04/07/16,29.9,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,04/07/16,34.5,33,97,0.4,42.9,0.76,584,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,04/07/16,31,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,04/07/16,31,33,97,0.4,42.9,0.76,584,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,04/07/16,33.3,33,97,0.4,42.9,0.76,584,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,05/07/16,33,36.4,91,0.9,48.3,0,735,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,05/07/16,31.8,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,05/07/16,34.2,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,05/07/16,33.4,36.4,91,0.9,48.3,0,735,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,05/07/16,,36.4,91,0.9,48.3,0,735,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,05/07/16,,36.4,91,0.9,48.3,0,735,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,05/07/16,,36.4,91,0.9,48.3,0,735,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,05/07/16,34.3,36.4,91,0.9,48.3,0,735,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,05/07/16,32.5,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,05/07/16,34.3,36.4,91,0.9,48.3,0,735,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,05/07/16,31.8,36.4,91,0.9,48.3,0,735,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,05/07/16,31.6,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,05/07/16,,36.4,91,0.9,48.3,0,735,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,05/07/16,36,36.4,91,0.9,48.3,0,735,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,05/07/16,,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,05/07/16,33.3,36.4,91,0.9,48.3,0,735,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,05/07/16,,36.4,91,0.9,48.3,0,735,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,05/07/16,34.1,36.4,91,0.9,48.3,0,735,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,05/07/16,,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,05/07/16,32.3,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,05/07/16,36.1,36.4,91,0.9,48.3,0,735,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,05/07/16,32.8,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,05/07/16,33.1,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,05/07/16,38.7,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,05/07/16,32.4,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,05/07/16,,36.4,91,0.9,48.3,0,735,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,05/07/16,32.5,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,05/07/16,31.3,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,05/07/16,31.9,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,05/07/16,36.1,36.4,91,0.9,48.3,0,735,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,05/07/16,31.2,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,05/07/16,33.7,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,05/07/16,30.9,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,05/07/16,37.2,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,05/07/16,32.3,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,05/07/16,32.6,36.4,91,0.9,48.3,0,735,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,05/07/16,31.1,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,05/07/16,,36.4,91,0.9,48.3,0,735,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,05/07/16,31.1,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,05/07/16,33.5,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,05/07/16,32.1,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,05/07/16,35.9,36.4,91,0.9,48.3,0,735,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,05/07/16,38.6,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,05/07/16,32.7,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,05/07/16,33.8,36.4,91,0.9,48.3,0,735,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,05/07/16,39.3,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,05/07/16,33.5,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,05/07/16,33.7,36.4,91,0.9,48.3,0,735,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,05/07/16,34.8,36.4,91,0.9,48.3,0,735,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,05/07/16,34.6,36.4,91,0.9,48.3,0,735,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,05/07/16,,36.4,91,0.9,48.3,0,735,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,05/07/16,31.6,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,05/07/16,37.1,36.4,91,0.9,48.3,0,735,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,05/07/16,34.1,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,05/07/16,31.7,36.4,91,0.9,48.3,0,735,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,05/07/16,36.5,36.4,91,0.9,48.3,0,735,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,06/07/16,32.4,34.7,91,1.3,46.5,0,768,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,06/07/16,32.2,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,06/07/16,34.3,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,06/07/16,33.9,34.7,91,1.3,46.5,0,768,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,06/07/16,,34.7,91,1.3,46.5,0,768,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,06/07/16,,34.7,91,1.3,46.5,0,768,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,06/07/16,,34.7,91,1.3,46.5,0,768,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,06/07/16,35.1,34.7,91,1.3,46.5,0,768,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,06/07/16,32.3,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,06/07/16,34.8,34.7,91,1.3,46.5,0,768,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,06/07/16,32,34.7,91,1.3,46.5,0,768,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,06/07/16,32.1,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,06/07/16,,34.7,91,1.3,46.5,0,768,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,06/07/16,35.9,34.7,91,1.3,46.5,0,768,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,06/07/16,,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,06/07/16,33.6,34.7,91,1.3,46.5,0,768,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,06/07/16,,34.7,91,1.3,46.5,0,768,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,06/07/16,34.9,34.7,91,1.3,46.5,0,768,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,06/07/16,,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,06/07/16,32.4,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,06/07/16,36.8,34.7,91,1.3,46.5,0,768,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,06/07/16,33.9,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,06/07/16,33.4,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,06/07/16,37,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,06/07/16,33.1,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,06/07/16,,34.7,91,1.3,46.5,0,768,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,06/07/16,33.2,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,06/07/16,31.8,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,06/07/16,32.2,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,06/07/16,35.6,34.7,91,1.3,46.5,0,768,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,06/07/16,31.5,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,06/07/16,34.6,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,06/07/16,30.8,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,06/07/16,37.4,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,06/07/16,32.4,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,06/07/16,32.8,34.7,91,1.3,46.5,0,768,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,06/07/16,31.7,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,06/07/16,,34.7,91,1.3,46.5,0,768,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,06/07/16,31.9,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,06/07/16,34.1,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,06/07/16,32.2,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,06/07/16,37.8,34.7,91,1.3,46.5,0,768,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,06/07/16,37.6,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,06/07/16,32.9,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,06/07/16,33.4,34.7,91,1.3,46.5,0,768,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,06/07/16,41.3,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,06/07/16,33.9,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,06/07/16,33.5,34.7,91,1.3,46.5,0,768,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,06/07/16,35.1,34.7,91,1.3,46.5,0,768,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,06/07/16,34.6,34.7,91,1.3,46.5,0,768,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,06/07/16,,34.7,91,1.3,46.5,0,768,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,06/07/16,33.7,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,06/07/16,36.8,34.7,91,1.3,46.5,0,768,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,06/07/16,32.8,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,06/07/16,32.3,34.7,91,1.3,46.5,0,768,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,06/07/16,36.2,34.7,91,1.3,46.5,0,768,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,07/07/16,33.3,35.7,87,0.9,48.2,0,749,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,07/07/16,32.4,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,07/07/16,36.5,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,07/07/16,34.5,35.7,87,0.9,48.2,0,749,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
X10692998,07/07/16,,35.7,87,0.9,48.2,0,749,Patparganj slum,yes,0,yes,floor on top,bricks,1,yes,1,2
X10693000,07/07/16,,35.7,87,0.9,48.2,0,749,Laxmi Nagar,yes,3,no,concrete,bricks,1,yes,1,2
X10706777,07/07/16,,35.7,87,0.9,48.2,0,749,Railway Colony,no,1,no,concrete,bricks,1,no,0,2
X10706780,07/07/16,35.6,35.7,87,0.9,48.2,0,749,Laxmi Nagar,no,4,no,tin sheet,bricks,1,no,0,2
X10706789,07/07/16,32.6,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,2,yes,floor on top,bricks,1,yes,1,3
X10706790,07/07/16,35,35.7,87,0.9,48.2,0,749,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706791,07/07/16,32.3,35.7,87,0.9,48.2,0,749,Railway Colony,no,0,yes,floor on top,bricks,1,no,0.5,2
X10706792,07/07/16,32.4,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706796,07/07/16,,35.7,87,0.9,48.2,0,749,Laxmi Nagar,no,3,no,concrete,bricks,1,no,1,2
X10706797,07/07/16,35.8,35.7,87,0.9,48.2,0,749,Patparganj slum,no,0,no,tin sheet ,bricks,1,no,0.5,2
X10706799,07/07/16,,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,no,0.5,3
X10706800,07/07/16,34.2,35.7,87,0.9,48.2,0,749,Laxmi Nagar,no,2,yes,floor on top,bricks,1,no,1,2
X10706802,07/07/16,,35.7,87,0.9,48.2,0,749,Railway Colony,no,3,yes,floor on top,bricks,1,no,0,2
X10706806,07/07/16,34.8,35.7,87,0.9,48.2,0,749,Laxmi Nagar,no,4,no,concrete,bricks,1,yes,0.5,2
X10706809,07/07/16,,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,2,no,tin sheet,cement ,1,yes,0,6
X10706810,07/07/16,33.1,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706811,07/07/16,37.1,35.7,87,0.9,48.2,0,749,Railway Colony,no,1,no,stone slab ,bricks,1,no,0,2
X10706812,07/07/16,34.8,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706813,07/07/16,34.7,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,2,no,concrete,bricks,1,no,0,6
X10706814,07/07/16,37.6,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,1,no,tin sheet,bricks ,1,yes,0.5,3
X10706815,07/07/16,33.5,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706816,07/07/16,,35.7,87,0.9,48.2,0,749,Patparganj slum,no,0,no,tin sheet,bricks,1,no,0.5,2
X10706817,07/07/16,33,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706827,07/07/16,32.1,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706833,07/07/16,32.7,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706834,07/07/16,36,35.7,87,0.9,48.2,0,749,Laxmi Nagar,no,4,no,concrete,bricks,0,no,0.5,2
X10706842,07/07/16,31.9,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,0,yes,floor on top,bricks,1,yes,1,5
X10706851,07/07/16,34.9,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,2,no,stone slab ,bricks,1,yes,0,3
X10706857,07/07/16,31.5,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706860,07/07/16,37.6,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706861,07/07/16,33.3,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,2,no,concrete,bricks,0,yes,1,6
X10706867,07/07/16,32.8,35.7,87,0.9,48.2,0,749,Laxmi Nagar,no,0,yes,floor on top,bricks,1,yes,0,2
X10706868,07/07/16,31.7,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,1,yes,floor on top,concrete,1,no,1,6
X10706869,07/07/16,,35.7,87,0.9,48.2,0,749,Patparganj slum,no,0,no,tin sheet,bricks,1,yes,1,2
X10706877,07/07/16,31.7,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706886,07/07/16,34.6,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,4,no,stone slab ,bricks,0,no,1,3
X10706887,07/07/16,32.8,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,0,5
X10706888,07/07/16,36.4,35.7,87,0.9,48.2,0,749,Railway Colony,no,3,no,concrete,bricks,1,no,1,2
X10706891,07/07/16,37.9,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,2,no,tin sheet,bricks,1,yes,0,3
X10706892,07/07/16,34,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,2,no,concrete,bricks,1,yes,1,6
X10706893,07/07/16,34.1,35.7,87,0.9,48.2,0,749,Railway Colony,no,1,no,stone slab ,bricks,1,no,1,2
X10706895,07/07/16,37.3,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706896,07/07/16,34.1,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,4,no,stone slab ,bricks,1,yes,1,3
X10706897,07/07/16,34.5,35.7,87,0.9,48.2,0,749,Patparganj slum,no,0,no,concrete,bricks,1,no,0,2
X10706898,07/07/16,35.7,35.7,87,0.9,48.2,0,749,Laxmi Nagar,no,4,no,stone slab ,bricks,1,no,0.5,2
X10706899,07/07/16,35.2,35.7,87,0.9,48.2,0,749,Patparganj slum,no,0,no,stone slab ,bricks,0,no,1,2
X10706903,07/07/16,,35.7,87,0.9,48.2,0,749,Patparganj slum,no,1,no,tin sheet,bricks,1,no,1,2
X10706905,07/07/16,32.2,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,0,yes,floor on top,bricks,0,yes,1,6
X10706907,07/07/16,37,35.7,87,0.9,48.2,0,749,Sarai Kale Khan,no,4,no,tin sheet,bricks,1,no,0,3
X10706914,07/07/16,33.8,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,3,no,tin sheet ,bricks,0,yes,0.5,6
X10706926,07/07/16,32.7,35.7,87,0.9,48.2,0,749,Kasturbha Nagar,no,1,no,concrete,bricks,1,yes,1,5
X10706955,07/07/16,38.2,35.7,87,0.9,48.2,0,749,Lodhi Colony,no,2,no,tin sheet,bricks,0,no,0,6
X10692989,08/07/16,33.5,33.8,88,1.8,45.9,1.52,365,Railway Colony,yes,4,no,concrete,bricks,1,yes,1,2
X10692990,08/07/16,31.7,33.8,88,1.8,45.9,1.52,365,Kasturbha Nagar,yes,1,no,concrete,bricks,1,yes,1,5
X10692993,08/07/16,33.8,33.8,88,1.8,45.9,1.52,365,Sarai Kale Khan,yes,3,yes,floor on top,bricks,1,yes,0,3
X10692995,08/07/16,34.5,33.8,88,1.8,45.9,1.52,365,Lodhi Colony,yes,2,no,concrete,bricks,1,yes,1,6
